tweet_id,p1,p1_conf,p2,p2_conf,p3,p3_conf,retweet_count,favorite_count,timestamp,text,rating_numerator,name,dog_type
666082916733198337,pug,0.489814,bull mastiff,0.404722,french bulldog,0.0489595,44,113,2015-11-16 02:38:37 +0000,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6,None,None
666094000022159362,bloodhound,0.195217,german shepherd,0.0782598,malinois,0.07562780000000001,71,160,2015-11-16 03:22:39 +0000,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9,None,None
666099513787052032,lhasa,0.58233,shih-tzu,0.166192,dandie dinmont,0.0896883,65,150,2015-11-16 03:44:34 +0000,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8,None,None
666102155909144576,english setter,0.298617,newfoundland,0.149842,borzoi,0.133649,11,77,2015-11-16 03:55:04 +0000,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11,None,None
666273097616637952,italian greyhound,0.176053,toy terrier,0.111884,basenji,0.111152,76,170,2015-11-16 15:14:19 +0000,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11,None,None
666345417576210432,golden retriever,0.8587440000000001,chesapeake bay retriever,0.0547868,labrador retriever,0.0142409,132,284,2015-11-16 20:01:42 +0000,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10,None,None
666353288456101888,malamute,0.33687399999999995,siberian husky,0.147655,eskimo dog,0.0934124,71,214,2015-11-16 20:32:58 +0000,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,8,None,None
666373753744588802,soft-coated wheaten terrier,0.326467,afghan hound,0.25955100000000003,briard,0.206803,88,183,2015-11-16 21:54:18 +0000,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,11,None,None
666396247373291520,chihuahua,0.978108,toy terrier,0.00939697,papillon,0.00457681,83,161,2015-11-16 23:23:41 +0000,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,9,None,None
666407126856765440,black-and-tan coonhound,0.529139,bloodhound,0.24422,flat-coated retriever,0.17381,39,105,2015-11-17 00:06:54 +0000,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,7,None,None
666418789513326592,toy terrier,0.14968,papillon,0.148258,chihuahua,0.14286,45,122,2015-11-17 00:53:15 +0000,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10,Walter,None
666421158376562688,blenheim spaniel,0.906777,cocker spaniel,0.0903464,shih-tzu,0.00111687,111,310,2015-11-17 01:02:40 +0000,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,12,None,None
666428276349472768,pembroke,0.371361,chow,0.249394,pomeranian,0.241878,81,162,2015-11-17 01:30:57 +0000,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,7,None,None
666435652385423360,chesapeake bay retriever,0.18413,chain saw,0.056775300000000015,power drill,0.0367634,53,163,2015-11-17 02:00:15 +0000,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10,None,None
666437273139982337,chihuahua,0.6718529999999999,beagle,0.12468,saluki,0.044094199999999986,47,122,2015-11-17 02:06:42 +0000,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,7,None,None
666447344410484738,curly-coated retriever,0.32208400000000004,giant schnauzer,0.287955,labrador retriever,0.166331,19,101,2015-11-17 02:46:43 +0000,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,9,Scout,None
666454714377183233,dalmatian,0.278954,labrador retriever,0.237612,great pyrenees,0.171106,207,509,2015-11-17 03:16:00 +0000,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10,Kreggory,None
666644823164719104,ibizan hound,0.0443334,pembroke,0.0432093,west highland white terrier,0.0389056,79,228,2015-11-17 15:51:26 +0000,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9,Jimothy,None
666649482315059201,border collie,0.447803,english springer,0.170497,collie,0.139206,617,1104,2015-11-17 16:09:56 +0000,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,4,None,None
666691418707132416,german shepherd,0.975401,beagle,0.00868727,bloodhound,0.00539404,47,185,2015-11-17 18:56:35 +0000,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8,Christoper,None
666701168228331520,labrador retriever,0.887707,chihuahua,0.029307,french bulldog,0.0207563,217,425,2015-11-17 19:35:19 +0000,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8,None,None
666739327293083650,miniature poodle,0.546933,cocker spaniel,0.165255,toy poodle,0.0959589,65,231,2015-11-17 22:06:57 +0000,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10,Lugan,None
666781792255496192,italian greyhound,0.618316,weimaraner,0.151363,vizsla,0.08598910000000001,191,379,2015-11-18 00:55:42 +0000,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,None,None
666804364988780544,english setter,0.32879200000000003,brittany spaniel,0.283545,ibizan hound,0.0574615,92,236,2015-11-18 02:25:23 +0000,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,Jockson,None
666817836334096384,miniature schnauzer,0.496953,standard schnauzer,0.28527600000000003,giant schnauzer,0.07376369999999999,249,511,2015-11-18 03:18:55 +0000,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,Jeph,None
666826780179869698,maltese dog,0.359383,teddy,0.148759,west highland white terrier,0.106007,97,251,2015-11-18 03:54:28 +0000,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,None,None
666835007768551424,airedale,0.448459,toy poodle,0.12403,teddy,0.110183,80,211,2015-11-18 04:27:09 +0000,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,None,None
667044094246576128,golden retriever,0.765266,labrador retriever,0.206694,seat belt,0.0106669,50,182,2015-11-18 18:17:59 +0000,12/10 gimme now https://t.co/QZAnwgnOMB,12,None,None
667062181243039745,chesapeake bay retriever,0.825678,vizsla,0.090998,kelpie,0.0229562,54,216,2015-11-18 19:29:52 +0000,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,Keet,None
667073648344346624,chihuahua,0.483682,pug,0.0924939,brabancon griffon,0.057495400000000016,121,398,2015-11-18 20:15:26 +0000,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,Dave,None
667090893657276420,chihuahua,0.959514,italian greyhound,0.00537015,pomeranian,0.00264133,126,329,2015-11-18 21:23:57 +0000,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,Clybe,None
667119796878725120,pembroke,0.741563,chihuahua,0.0578659,toy poodle,0.0391251,127,326,2015-11-18 23:18:48 +0000,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,Gabe,None
667138269671505920,west highland white terrier,0.747713,samoyed,0.243629,toy poodle,0.00180397,2200,4576,2015-11-19 00:32:12 +0000,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,None,None
667152164079423490,toy poodle,0.535411,pomeranian,0.08754400000000001,miniature poodle,0.06205,17037,47474,2015-11-19 01:27:25 +0000,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,Pipsy,None
667160273090932737,golden retriever,0.471351,miniature poodle,0.0919921,standard poodle,0.08738539999999999,62,254,2015-11-19 01:59:39 +0000,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,Bradlay,None
667165590075940865,miniature pinscher,0.140173,rottweiler,0.13409400000000002,beagle,0.08189980000000001,1135,2671,2015-11-19 02:20:46 +0000,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,Churlie,None
667171260800061440,giant schnauzer,0.8412649999999999,lakeland terrier,0.0527442,irish water spaniel,0.0344017,89,220,2015-11-19 02:43:18 +0000,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,Kenneth,None
667174963120574464,toy poodle,0.266437,chihuahua,0.243223,bluetick,0.0728063,82,240,2015-11-19 02:58:01 +0000,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,Clarence,None
667176164155375616,soft-coated wheaten terrier,0.318981,lakeland terrier,0.215218,toy poodle,0.106014,464,608,2015-11-19 03:02:47 +0000,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,None,None
667177989038297088,vizsla,0.25924899999999995,chesapeake bay retriever,0.176293,weimaraner,0.112369,55,191,2015-11-19 03:10:02 +0000,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,None,None
667182792070062081,golden retriever,0.949892,irish setter,0.0105638,chesapeake bay retriever,0.00582141,6205,14275,2015-11-19 03:29:07 +0000,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,Timison,None
667192066997374976,rottweiler,0.28364,miniature pinscher,0.148112,black-and-tan coonhound,0.0955848,108,383,2015-11-19 04:05:59 +0000,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,None,None
667200525029539841,siberian husky,0.694904,malamute,0.232006,eskimo dog,0.0506351,260,607,2015-11-19 04:39:35 +0000,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,Joshwa,None
667211855547486208,golden retriever,0.462556,labrador retriever,0.454937,kuvasz,0.0241933,242,489,2015-11-19 05:24:37 +0000,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,Genevieve,None
667393430834667520,papillon,0.557009,border collie,0.271963,collie,0.0734729,55,193,2015-11-19 17:26:08 +0000,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,Fwed,None
667405339315146752,saint bernard,0.381377,leonberg,0.127998,golden retriever,0.0693568,220,462,2015-11-19 18:13:27 +0000,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,Biden,None
667435689202614272,rottweiler,0.999091,miniature pinscher,0.000450355,black-and-tan coonhound,0.00015714,83,302,2015-11-19 20:14:03 +0000,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,None,None
667453023279554560,labrador retriever,0.8256700000000001,french bulldog,0.0566394,staffordshire bullterrier,0.0540184,89,308,2015-11-19 21:22:56 +0000,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11,Cupcake,None
667455448082227200,tibetan terrier,0.676376,irish terrier,0.054933400000000014,yorkshire terrier,0.0405755,60,189,2015-11-19 21:32:34 +0000,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7,Reese,None
667470559035432960,toy poodle,0.304175,pug,0.223427,lakeland terrier,0.07331649999999999,100,254,2015-11-19 22:32:36 +0000,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11,None,None
667491009379606528,borzoi,0.852088,ice bear,0.13226400000000002,weasel,0.00572998,227,531,2015-11-19 23:53:52 +0000,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7,None,None
667495797102141441,chihuahua,0.143957,christmas stocking,0.118651,ski mask,0.0924817,272,514,2015-11-20 00:12:54 +0000,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9,Philippe,None
667502640335572993,labrador retriever,0.996709,golden retriever,0.00168821,beagle,0.0007116669999999999,220,531,2015-11-20 00:40:05 +0000,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11,Hall,None
667509364010450944,beagle,0.636169,labrador retriever,0.119256,golden retriever,0.08254919999999999,2134,6767,2015-11-20 01:06:48 +0000,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,12,None,None
667517642048163840,italian greyhound,0.125176,standard poodle,0.08457150000000001,cocker spaniel,0.0813469,193,366,2015-11-20 01:39:42 +0000,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8,Dook,None
667530908589760512,golden retriever,0.633037,kuvasz,0.14639100000000002,labrador retriever,0.0461837,239,463,2015-11-20 02:32:25 +0000,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10,Naphaniel,None
667534815156183040,pembroke,0.435254,cardigan,0.30740700000000004,cocker spaniel,0.0331583,542,814,2015-11-20 02:47:56 +0000,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8,Frank,None
667538891197542400,yorkshire terrier,0.618957,silky terrier,0.300313,australian terrier,0.053412,65,203,2015-11-20 03:04:08 +0000,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9,None,None
667544320556335104,pomeranian,0.412893,pembroke,0.312958,chihuahua,0.0719604,529,864,2015-11-20 03:25:43 +0000,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10,Kial,None
667546741521195010,toy poodle,0.787424,miniature poodle,0.202225,teddy,0.00404722,125,331,2015-11-20 03:35:20 +0000,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,George,None
667728196545200128,kuvasz,0.360159,golden retriever,0.293744,labrador retriever,0.270673,152,378,2015-11-20 15:36:22 +0000,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,Olive,None
667773195014021121,west highland white terrier,0.360465,pug,0.0934941,ice bear,0.0690382,57,236,2015-11-20 18:35:10 +0000,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,None,None
667793409583771648,dalmatian,0.5350729999999999,english setter,0.451219,great dane,0.00816361,334,697,2015-11-20 19:55:30 +0000,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,None,None
667801013445750784,flat-coated retriever,0.508392,chesapeake bay retriever,0.262239,curly-coated retriever,0.048919800000000006,97,329,2015-11-20 20:25:43 +0000,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12,None,None
667832474953625600,miniature pinscher,0.2142,bath towel,0.146789,chihuahua,0.104152,63,291,2015-11-20 22:30:44 +0000,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,None,None
667861340749471744,malamute,0.967275,siberian husky,0.0161675,eskimo dog,0.0112774,78,239,2015-11-21 00:25:26 +0000,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,None,None
667885044254572545,malamute,0.0885297,golden retriever,0.08749860000000001,muzzle,0.0750077,493,815,2015-11-21 01:59:37 +0000,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,Stu,None
667886921285246976,pomeranian,0.8004319999999999,pekinese,0.168445,chihuahua,0.00894952,1104,1890,2015-11-21 02:07:05 +0000,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,Erik,None
667902449697558528,norwegian elkhound,0.298881,malamute,0.279479,eskimo dog,0.198428,380,852,2015-11-21 03:08:47 +0000,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,Cleopatricia,None
667924896115245057,labrador retriever,0.209051,hog,0.20398,newfoundland,0.165914,113,302,2015-11-21 04:37:59 +0000,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,Jiminy,None
668113020489474048,pembroke,0.548896,cardigan,0.191101,collie,0.0598141,245,672,2015-11-21 17:05:31 +0000,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6,Alfie,None
668171859951755264,chihuahua,0.664834,cowboy boot,0.060343,giant panda,0.0598375,198,493,2015-11-21 20:59:20 +0000,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7,None,None
668190681446379520,blenheim spaniel,0.958402,cocker spaniel,0.0267643,welsh springer spaniel,0.00778991,199,655,2015-11-21 22:14:07 +0000,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12,Skittles,None
668204964695683073,labrador retriever,0.65518,golden retriever,0.107884,chesapeake bay retriever,0.0658347,197,554,2015-11-21 23:10:52 +0000,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8,Ron,None
668221241640230912,chow,0.395101,golden retriever,0.372115,labrador retriever,0.148785,200,513,2015-11-22 00:15:33 +0000,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10,None,None
668237644992782336,chow,0.8093199999999999,minivan,0.07131069999999999,pekinese,0.0378696,2887,6223,2015-11-22 01:20:44 +0000,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10,Torque,None
668248472370458624,chihuahua,0.7345470000000001,miniature pinscher,0.06829439999999999,toy terrier,0.0463671,497,994,2015-11-22 02:03:45 +0000,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8,Bisquick,None
668268907921326080,pembroke,0.48483,cardigan,0.425303,basenji,0.0147535,239,555,2015-11-22 03:24:58 +0000,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10,None,None
668274247790391296,soft-coated wheaten terrier,0.406374,lakeland terrier,0.263854,toy poodle,0.150844,232,825,2015-11-22 03:46:11 +0000,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10,Sophie,None
668286279830867968,golden retriever,0.215944,basset,0.189214,cardigan,0.11301,138,505,2015-11-22 04:33:59 +0000,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11,Rusty,None
668484198282485761,standard poodle,0.587372,bedlington terrier,0.182411,afghan hound,0.040968,239,430,2015-11-22 17:40:27 +0000,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,9,None,None
668496999348633600,staffordshire bullterrier,0.412879,miniature pinscher,0.16148800000000002,american staffordshire terrier,0.112495,135,416,2015-11-22 18:31:19 +0000,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,8,Jo,None
668507509523615744,basenji,0.0553794,shetland sheepdog,0.0543221,whippet,0.0519134,109,328,2015-11-22 19:13:05 +0000,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,10,None,None
668528771708952576,labrador retriever,0.195835,kuvasz,0.121607,english setter,0.08146439999999999,232,462,2015-11-22 20:37:34 +0000,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,12,Gòrdón,None
668537837512433665,lakeland terrier,0.372988,toy poodle,0.250445,chihuahua,0.189737,77,252,2015-11-22 21:13:35 +0000,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,8,Spark,None
668542336805281792,american staffordshire terrier,0.267695,french bulldog,0.25405,staffordshire bullterrier,0.212381,219,459,2015-11-22 21:31:28 +0000,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,10,None,None
668567822092664832,shih-tzu,0.985649,lhasa,0.00707832,pekinese,0.00305323,57,246,2015-11-22 23:12:44 +0000,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,11,Marvin,None
668623201287675904,chihuahua,0.708163,pomeranian,0.0913719,titi,0.0673255,784,1436,2015-11-23 02:52:48 +0000,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj,10,Jomathan,None
668627278264475648,french bulldog,0.965403,pug,0.00860381,boston bull,0.00800356,118,320,2015-11-23 03:09:00 +0000,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,9,Timofy,None
668631377374486528,miniature schnauzer,0.904549,australian terrier,0.0225294,silky terrier,0.015243200000000004,323,720,2015-11-23 03:25:17 +0000,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,5,Zeek,None
668633411083464705,pekinese,0.589011,shih-tzu,0.390987,japanese spaniel,0.00331035,1674,2824,2015-11-23 03:33:22 +0000,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG,10,Churlie,None
668636665813057536,komondor,0.999956,llama,4.3098100000000013e-05,ram,2.1609e-07,497,1045,2015-11-23 03:46:18 +0000,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg,10,None,None
668655139528511488,beagle,0.31911,italian greyhound,0.103338,basenji,0.09193,222,536,2015-11-23 04:59:42 +0000,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt,11,Winifred,None
